Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
60,Male,84.6,248.2,51.5,369.2412401706483
55,Female,75.2,212.5,19.7,117.05160780651515
62,Male,90.0,205.2,34.2,369.06438269486364
59,Male,63.7,159.6,37.0,181.9023585472298
41,Female,102.8,152.3,10.9,45.28527712868934
47,Male,71.3,248.3,74.4,259.35630757361594
54,Female,81.3,253.5,58.6,53.22835007989624
56,Male,75.1,251.9,41.5,158.10714353204662
28,Male,62.1,239.6,38.5,439.01937292188757
31,Female,85.0,222.3,71.8,194.67145737824768
40,Male,71.8,221.6,51.8,90.31454191278502
33,Male,81.3,206.7,91.7,317.7109157927206
38,Male,65.3,228.1,41.0,77.1148128745198
21,Male,71.9,197.9,58.5,0.0
50,Male,71.5,228.0,25.4,323.2843548172781
64,Male,81.6,245.9,41.3,225.1432273939008
31,Female,78.7,137.1,70.8,104.93649954034386
36,Male,72.9,254.8,73.6,0.0
22,Male,70.6,197.1,86.8,143.03780191141746
53,Female,78.8,272.9,58.9,146.77931085480685
48,Female,77.4,263.5,74.7,30.61600096790684
62,Female,76.5,148.5,62.5,128.52751445961562
35,Male,98.6,200.0,41.7,445.52429599015204
61,Female,81.6,106.7,19.7,144.07441738565367
48,Female,98.1,180.7,45.4,218.42790000515816
47,Male,74.2,217.8,27.1,138.344971460383
38,Female,74.4,242.3,71.1,36.47797948522217
64,Male,68.9,203.5,72.2,124.28358034686758
47,Male,78.6,222.1,29.7,326.4088384572538
58,Male,71.1,164.9,72.2,205.25908656798404
21,Male,69.4,199.0,26.4,180.77910859506196
22,Male,52.2,170.5,78.9,132.6962705466257
58,Female,92.6,214.1,46.8,23.053198128387947
62,Male,70.4,269.5,59.2,394.3824095146943
27,Female,92.7,197.2,79.0,134.92932423278086
44,Male,73.8,131.4,61.9,127.20593306712534
33,Female,82.7,209.8,47.3,132.5962395860293
47,Male,75.9,235.3,67.5,129.94845011807638
30,Male,80.0,154.1,30.7,237.01161499980296
53,Male,62.9,262.1,11.4,107.84099871845493
38,Female,89.2,170.2,72.9,139.4384621854964
62,Female,70.6,162.0,23.7,143.6072242222402
57,Female,86.1,111.0,68.4,300.169831572605
62,Male,57.5,213.4,52.8,441.42210045216467
32,Male,65.9,290.8,49.7,279.76695433043255
37,Female,79.5,218.3,31.1,133.14128129751037
37,Male,73.0,163.3,41.0,278.9402543582934
62,Female,80.5,225.7,50.3,238.63686451509815
22,Male,77.5,240.0,54.0,128.97988171187313
49,Female,96.9,258.0,31.9,0.0
23,Female,81.5,138.3,64.9,0.0
47,Male,69.8,277.7,66.1,176.1453517268243
43,Female,70.3,210.7,59.7,107.7305720100819
54,Male,89.4,287.7,41.2,140.25873296171207
30,Male,56.7,207.8,67.2,96.14453444680674
46,Male,81.7,228.8,62.4,96.98429263784526
22,Female,61.6,152.6,10.9,176.1152176092756
42,Female,88.3,249.2,54.2,0.0
30,Female,69.8,146.2,88.7,201.78906222076884
41,Male,81.3,213.4,69.4,159.35183270638353
48,Male,75.4,178.5,73.1,388.36534407531263
37,Female,58.4,195.6,36.0,192.14481567707756
25,Male,82.7,254.3,52.5,0.0
26,Male,66.3,182.2,46.3,0.0
38,Female,84.6,255.3,50.0,31.007886919019313
37,Female,63.0,179.7,39.7,158.71543479647283
32,Male,77.9,206.5,25.3,0.0
43,Male,75.5,307.5,51.3,220.9997432075376
59,Female,67.8,206.1,34.4,182.67668519863253
28,Female,91.6,196.2,61.7,88.32312923953855
54,Male,75.4,207.0,49.4,84.16472433339581
58,Male,69.9,183.5,11.5,0.0
28,Male,78.6,149.9,77.6,421.5278070665453
44,Female,57.5,303.0,58.7,270.58482483080417
47,Male,104.4,179.7,40.8,404.51684269245675
36,Male,62.0,123.9,43.3,181.54076313249053
51,Male,81.6,192.2,25.4,191.8230132190416
55,Male,75.7,217.8,48.8,264.66268873179104
40,Male,89.2,189.6,63.6,198.1872049894273
18,Male,77.1,197.6,84.9,0.0
20,Female,67.3,191.8,48.2,221.6648785964037
20,Female,52.7,221.3,51.0,262.83113780202143
45,Female,53.6,240.9,73.9,280.99137242695764
31,Male,72.1,190.4,26.8,238.62599167947246
47,Female,91.4,329.5,52.9,256.9879296187974
22,Male,54.9,252.0,34.9,11.414485387813965
32,Male,97.2,199.7,52.6,170.95025058092722
55,Male,88.0,134.1,68.7,115.29910692089834
31,Male,58.8,205.7,17.0,370.9561242273619
31,Male,62.0,240.7,72.2,228.04552789413557
25,Female,63.2,241.1,57.2,140.3516914754923
25,Female,78.6,107.4,52.8,41.85896693331397
36,Female,74.3,205.8,76.9,36.43411510969382
49,Male,73.9,176.0,34.2,45.66726685071347
48,Female,68.9,274.9,23.2,220.2170813214208
46,Male,77.1,206.2,29.5,303.8572674032327
58,Female,85.0,85.8,60.7,167.3597552404278
28,Female,73.5,218.4,40.1,218.7793114371806
62,Female,67.0,102.5,32.5,57.789546272698786
30,Female,86.9,222.5,30.5,0.0
44,Female,72.3,329.4,53.5,184.48679745186575
36,Female,81.6,268.0,49.4,133.80600419959686
43,Male,73.8,212.9,21.6,334.5493183852502
54,Male,88.0,167.0,22.3,253.45123163234962
26,Male,89.8,263.7,39.5,210.07518276544445
45,Male,89.4,231.8,68.4,214.22415907176762
49,Male,68.4,186.7,41.5,420.1122562639416
20,Female,68.3,173.1,20.5,99.05650356500684
49,Male,85.5,154.7,48.3,305.07235820101613
22,Male,74.2,218.7,50.8,234.96631030657264
25,Male,74.6,179.2,20.3,0.0
31,Male,66.7,208.4,25.6,23.275916085355252
20,Male,91.9,246.4,64.9,212.9933821145791
41,Male,87.5,177.9,25.4,138.48299542026297
30,Male,73.6,232.3,65.7,69.91207671354225
60,Male,67.3,261.1,19.1,346.76513243814776
46,Male,66.7,219.8,19.8,0.6161755004737862
25,Female,76.6,235.0,50.5,137.52451815491645
59,Male,79.6,220.1,34.9,76.97626199353617
48,Male,64.7,200.8,39.3,439.1958586750102
43,Female,60.1,241.9,53.0,323.02872760331536
35,Female,76.0,280.5,38.7,128.62565638401495
35,Male,85.4,242.7,31.0,314.1451327043572
24,Male,75.9,190.3,59.8,362.44623049333944
55,Male,72.0,191.6,53.6,356.18469936358747
33,Female,61.4,193.5,50.9,242.58655497615996
50,Male,67.4,247.4,49.6,0.0
20,Female,85.5,173.7,34.0,274.49937606586366
55,Female,60.0,148.8,29.8,203.51684597407487
21,Female,96.3,223.4,43.1,103.73215649047475
53,Female,76.0,201.1,34.3,141.1305325441931
21,Female,56.0,274.1,49.8,185.4321922514783
59,Male,81.0,87.2,42.2,162.08873074664282
26,Male,80.4,210.4,50.4,146.77707497927187
57,Female,69.7,179.8,48.1,43.742823731671855
34,Female,86.3,240.5,85.3,196.06193121359163
34,Female,67.6,186.0,22.3,122.85202541500414
50,Female,82.6,171.2,46.3,65.80389307409186
37,Male,74.6,246.8,27.8,218.84911162661575
31,Female,71.6,263.9,40.3,165.68073991248215
39,Female,91.1,195.1,33.7,192.8960442775334
44,Male,86.8,196.1,62.8,201.0259071193589
60,Male,61.7,263.5,20.5,255.06849211756702
20,Male,79.6,257.9,65.6,171.31603414486847
41,Male,97.7,251.6,60.6,186.60032780494092
47,Female,91.4,179.9,91.1,147.21459747210295
25,Female,64.1,167.1,86.1,204.01580760133314
39,Female,94.2,281.8,34.0,232.02878083699719
42,Female,86.2,230.5,74.7,272.0731582511246
27,Female,62.4,162.9,43.5,158.88981709700852
46,Female,77.5,194.7,56.1,9.570161150533878
57,Female,80.7,204.2,84.4,219.08580512204048
18,Female,62.1,194.7,34.8,207.47769271803682
38,Female,83.5,185.4,51.1,173.4101617263225
56,Male,104.2,261.5,11.1,314.76262214832826
41,Female,91.4,226.4,67.8,106.10559247992228
26,Male,76.9,312.7,92.1,0.0
61,Male,71.6,264.3,61.5,80.31109926026878
43,Male,78.9,206.8,77.4,0.0
26,Male,63.3,270.9,72.8,273.94525843158084
37,Female,69.3,217.6,35.9,126.52553630041797
52,Male,51.5,320.9,56.5,296.6756412088492
53,Male,80.2,184.3,59.9,276.6405119433553
59,Female,70.9,222.7,26.7,89.43558271751621
53,Male,82.4,170.0,78.9,82.95645513792815
26,Female,76.4,180.9,39.9,72.57774551707192
39,Female,62.9,182.9,45.7,337.3374341304404
18,Female,77.4,261.8,44.7,131.5902568547314
22,Female,66.4,210.4,50.7,122.18253132399708
26,Male,94.9,77.1,108.6,256.2057823910178
54,Female,64.9,204.7,37.9,0.0
55,Male,69.4,151.3,19.1,133.31091731219757
36,Male,62.8,178.0,53.3,82.74361983634816
25,Female,61.8,257.5,32.7,44.463398708684856
59,Male,75.4,132.8,41.8,153.357983265323
60,Female,60.1,138.6,62.4,128.65144719282537
49,Male,72.7,117.0,28.2,34.94858957897636
30,Male,80.2,180.6,42.7,153.20883477119293
37,Male,69.9,115.5,55.9,199.34034044718942
53,Male,48.6,119.7,34.4,278.1840622250182
60,Female,91.0,188.5,49.2,111.52332017970416
61,Female,78.2,215.7,55.8,160.8917958094463
54,Male,78.3,154.4,47.7,163.60262257471834
47,Male,72.2,218.1,53.1,377.3557794449376
27,Male,84.7,205.5,57.1,262.1951089422255
48,Male,86.3,227.0,36.5,114.06071145865145
42,Female,87.5,148.0,20.6,96.62789566605798
46,Male,78.2,299.2,29.3,280.0271685188079
41,Male,58.5,143.0,26.0,118.51036433806689
56,Male,79.9,168.7,74.6,0.0
38,Female,78.2,225.7,15.3,146.98909851818067
58,Male,68.4,205.9,62.6,143.58931773760867
26,Female,65.4,242.3,36.3,224.26514870601
59,Female,81.5,184.5,70.7,128.20475863985072
59,Male,74.1,138.7,41.6,298.1960349015947
19,Male,70.3,123.7,50.6,560.790891305531
21,Male,95.1,289.0,60.3,351.0590828620023
25,Female,83.1,184.9,75.1,101.27522783313901
49,Female,80.2,191.6,38.6,198.99635743620223
31,Male,89.6,290.1,37.7,204.64952301053827
30,Female,79.0,175.4,60.2,144.17474149400832
38,Male,66.6,201.2,18.3,0.0
41,Male,70.3,148.4,15.6,364.4276154093246
35,Male,83.8,134.4,57.3,0.0
62,Male,82.5,294.5,63.4,214.87170634335845
57,Male,80.4,295.2,56.7,0.0
43,Male,61.3,251.1,48.0,98.55481159696797
49,Female,84.8,249.4,39.2,170.66831481692236
61,Female,74.2,237.7,81.8,255.22267077642707
50,Female,82.2,163.0,84.4,248.49047724842805
48,Male,65.0,214.5,52.2,181.52466986092668
35,Male,98.6,174.8,36.3,325.22429208251447
52,Male,78.0,70.5,29.8,190.7795109144133
29,Female,70.0,256.0,58.6,79.88722300216936
42,Male,82.8,227.7,25.4,248.69018264364664
62,Female,85.3,134.1,25.9,60.49674760041934
48,Male,82.6,182.0,40.3,202.44666968444935
27,Female,63.1,252.6,60.1,88.48740484856182
64,Male,88.7,206.6,79.4,0.0
51,Male,70.9,115.1,55.0,230.20139650468866
20,Female,74.8,139.3,59.9,160.17314043637964
63,Female,48.5,292.9,69.7,236.659280625881
56,Female,69.4,203.3,67.8,0.0
25,Male,69.4,252.9,39.0,108.79353118466278
49,Female,80.4,291.9,67.4,225.41326376534514
60,Female,68.7,177.1,70.6,198.0527244719351
46,Male,55.5,217.6,56.2,325.8443381559735
39,Male,77.9,101.7,52.7,435.5330012496064
37,Female,72.0,169.6,62.0,76.42326493830802
23,Male,66.3,228.8,59.9,86.97986103790485
60,Female,76.1,190.4,12.7,250.38783905683934
46,Female,53.6,222.6,58.6,198.15807227200187
59,Female,82.4,246.5,73.6,125.38208375816498
34,Male,72.8,228.0,69.8,162.91558201653294
48,Female,71.8,216.5,57.5,53.227560536336384
51,Female,86.4,209.5,53.0,318.2983723926461
55,Male,68.6,171.6,42.1,461.50555581242963
54,Female,78.1,153.8,47.7,229.24810112214985
21,Female,73.4,267.8,64.5,191.44201821119088
19,Female,113.6,239.6,57.7,200.64376111076461
29,Male,80.9,160.5,68.1,270.19151273904527
52,Female,61.3,203.2,39.6,0.0
23,Male,96.0,130.4,71.7,138.2382823210934
63,Male,87.5,176.1,37.6,328.9722842311705
25,Female,75.5,226.8,54.1,66.06638169063996
38,Female,69.8,213.0,38.8,157.4476798025416
63,Male,59.1,205.8,48.0,340.29740754402917
52,Female,80.2,155.8,90.7,222.78913228789392
32,Female,66.9,145.7,60.2,207.09283807095832
24,Male,64.4,247.5,54.5,215.41837305237766
32,Female,84.3,284.7,78.2,246.01759569299495
62,Female,93.5,227.5,-1.3,109.30883623962643
23,Male,69.3,191.4,46.8,439.93463029467006
64,Female,84.7,261.3,40.0,0.0
34,Male,77.5,157.9,32.8,227.43750644868925
21,Male,79.3,252.7,19.4,154.04959467299614
39,Female,65.2,170.2,45.6,222.4410153854818
49,Male,72.5,172.6,63.9,168.80802216602794
39,Female,61.8,183.4,47.1,393.8386698474991
44,Female,60.3,194.9,66.0,236.77350983210135
63,Male,81.2,245.7,51.4,68.44653526568652
32,Male,68.7,134.8,73.3,0.0
61,Male,64.0,169.8,39.9,52.390421473000856
39,Male,60.5,210.5,12.5,248.54489538485151
45,Male,56.8,227.9,18.4,183.7555217614966
59,Male,51.5,114.8,40.0,125.87732620966386
55,Female,76.3,160.5,32.4,73.86759096057357
26,Female,43.5,112.6,38.2,254.1736667478727
51,Male,80.7,165.0,72.8,173.66847221426153
53,Female,80.6,178.1,20.0,89.0286418545946
26,Male,73.8,225.1,80.2,356.4812492235778
32,Male,75.9,85.5,33.9,381.4319019575464
62,Female,71.6,232.7,25.1,36.78768502225498
37,Female,77.7,174.5,47.2,259.55537075838333
25,Male,77.6,183.0,80.0,173.69133427047245
45,Male,90.6,248.6,35.8,315.8134790999622
36,Male,93.4,267.2,38.0,275.7947452588073
33,Female,93.0,167.2,39.3,122.62567707816629
28,Male,65.4,166.9,73.0,208.02553986068204
59,Male,84.1,182.3,41.1,299.43790776173535
25,Female,81.1,166.7,58.9,37.31334818862859
50,Female,67.2,128.2,52.4,36.94381076291235
27,Female,64.4,198.4,47.8,337.09013927574824
35,Male,70.5,167.0,40.0,355.1038231389188
52,Male,62.3,204.9,89.4,303.2580029127117
60,Female,58.3,285.4,105.8,142.8112270955698
20,Male,81.0,194.7,32.3,0.0
57,Male,75.4,162.2,28.6,128.77105410525928
44,Female,75.3,186.4,50.8,189.74697879726602
45,Female,86.1,206.4,4.5,273.00676900288653
63,Male,72.6,191.7,51.0,280.5861782499683
23,Female,85.0,171.9,90.1,203.6868943330877
64,Female,66.1,117.2,38.0,133.81037454647813
31,Male,66.1,231.7,71.6,262.7700518508443
24,Male,75.2,155.3,79.4,85.28245031737679
27,Male,100.5,273.1,32.8,203.32827394929478
32,Male,90.4,181.6,53.6,178.42571047647417
48,Male,88.2,174.2,57.1,411.87062161413724
46,Male,58.5,176.4,64.6,0.0
59,Female,76.7,207.5,66.0,138.14495389146563
34,Female,84.9,156.7,72.4,176.4029440244209
46,Female,100.0,166.2,34.4,0.0
61,Male,54.8,231.1,53.5,290.47909321998014
32,Male,83.8,149.1,79.6,168.63170854693797
43,Male,87.8,227.4,81.8,79.68158807033676
29,Male,80.4,241.4,54.5,327.33731391492256
42,Male,58.8,233.4,39.4,95.99386633589144
58,Female,78.0,211.7,70.7,223.96373852679568
22,Male,80.1,109.8,60.7,227.04701785273102
21,Female,77.1,139.5,60.3,93.40923239222342
61,Male,66.8,132.2,65.5,61.07257871387366
58,Female,65.3,181.1,31.0,82.49584030007954
48,Female,80.5,201.6,66.9,212.6866042033136
20,Female,66.9,140.4,53.1,254.87929847541574
20,Female,67.2,191.4,72.8,192.0325749905147
43,Female,73.3,234.2,50.4,148.3885215279578
34,Female,76.9,150.1,61.7,239.59636536418117
27,Female,87.5,159.1,59.1,188.96970398359076
19,Male,60.6,259.0,39.1,115.76019273175883
41,Male,59.5,153.6,32.0,76.83011670881272
28,Female,70.4,217.1,66.1,116.90741724555964
41,Male,53.4,262.0,32.9,110.99477486609324
52,Male,82.0,140.9,43.3,217.6176895863367
40,Female,51.1,144.7,42.7,301.36025881408904
49,Male,83.5,188.4,57.3,234.14034589997226
40,Female,88.3,203.4,63.5,281.1439258924254
51,Male,78.1,167.9,18.9,214.99983413091027
58,Female,52.7,298.6,35.5,114.75065841327346
36,Male,76.3,226.9,34.6,0.0
19,Female,65.4,159.8,45.4,193.54224532840058
19,Male,60.6,131.7,10.2,103.83537584805563
32,Male,82.0,196.8,72.7,92.46270975782514
38,Male,84.2,221.9,51.2,72.0531773445253
52,Female,90.4,292.0,47.3,170.92363840540776
22,Female,71.6,203.8,65.1,99.88678061010236
60,Male,77.1,187.9,60.4,442.4631471109027
44,Male,95.0,151.2,60.1,392.56869395673095
41,Female,100.1,218.5,49.7,89.61339110996364
24,Male,88.0,250.8,52.1,0.0
23,Male,70.8,110.6,66.9,234.46324456453425
63,Female,75.1,203.7,60.6,116.12699566621457
50,Female,72.9,149.0,84.6,257.3378395618631
34,Male,83.5,132.1,52.8,212.139356687284
63,Female,65.2,284.7,63.0,253.31045221323615
59,Male,78.9,244.4,47.5,258.497807186536
47,Male,78.9,169.7,56.5,31.47428567468421
25,Female,79.6,191.9,57.5,65.92025052712853
57,Male,62.7,184.1,41.1,141.51193330962616
63,Female,78.0,143.7,37.1,121.78500401965918
24,Female,96.2,173.0,62.8,112.25739649670768
23,Male,69.5,239.2,59.1,278.73432269364054
21,Female,78.1,171.7,79.4,203.18737846295252
18,Male,52.9,223.2,50.1,135.1084853195943
32,Female,78.0,172.1,30.1,192.2552741995511
48,Male,77.6,140.8,50.2,46.52124661757892
42,Female,76.4,259.7,65.4,224.09713747485327
64,Male,83.8,93.5,7.6,334.87689795685026
50,Male,71.7,289.2,49.9,241.26370277119634
52,Female,89.1,249.9,63.3,216.12817202847518
22,Male,64.4,209.1,54.7,291.28660782954296
22,Male,92.3,177.7,42.8,319.52213878845663
53,Male,77.6,181.6,25.9,297.91378463326953
34,Male,74.1,210.1,49.8,395.7523346085666
31,Male,57.8,209.2,25.5,0.0
46,Male,61.7,152.0,63.5,228.19858943252447
25,Female,79.2,203.4,51.2,130.97950477095213
51,Female,66.4,212.9,79.9,138.86750492818032
57,Female,86.9,185.0,10.9,238.07506990027133
18,Female,78.4,312.0,43.2,147.95495782789763
46,Male,57.9,193.3,64.7,238.2239928388172
53,Male,84.1,111.8,72.9,288.74645423815446
54,Female,73.1,149.5,65.5,0.0
46,Male,74.5,235.2,30.9,380.0347252327236
22,Female,87.5,163.9,40.4,138.13983169248772
49,Male,58.3,150.3,5.3,392.8868721602986
41,Male,61.5,269.8,50.9,79.95299033009196
36,Female,78.9,208.5,73.3,54.23258553323448
29,Male,54.6,169.9,50.1,170.4259797629384
18,Female,67.7,61.6,61.5,165.48992033848666
24,Female,86.7,231.0,61.0,91.25253210811326
34,Female,73.7,200.8,43.7,62.008754722954606
51,Male,58.5,265.0,1.4,268.09836795292745
60,Male,77.3,145.3,76.8,367.78730082869515
24,Female,70.1,181.3,58.6,336.6554407035416
34,Male,66.6,214.9,25.0,176.72008179392472
20,Female,117.7,262.8,57.4,35.40149076686798
46,Female,81.9,212.9,54.0,103.56939334723326
39,Male,71.6,164.6,76.2,440.13731393989696
55,Female,85.8,264.9,59.4,273.3114230110388
60,Male,71.5,184.4,59.5,268.6952772524281
46,Male,68.8,209.0,54.0,125.35937861721452
59,Male,78.6,237.5,34.6,296.23012877646903
22,Female,81.1,278.2,63.5,324.6304442688157
47,Female,86.1,218.4,49.5,114.60288670155911
40,Male,92.1,329.4,30.9,0.0
38,Male,89.3,195.5,36.8,68.79908900184735
43,Female,85.3,214.7,27.3,150.13404177547665
64,Male,86.5,169.1,71.2,196.51424020805678
38,Male,89.2,216.1,89.6,402.40273918767366
37,Female,83.5,214.9,73.1,73.9145178195685
40,Female,56.0,252.3,57.5,130.74419672894234
21,Female,81.0,222.2,48.7,79.83049912949667
38,Male,91.5,173.6,44.2,287.21818029647386
38,Female,65.4,212.8,30.3,63.49590971676289
18,Female,70.3,166.4,88.9,111.9754054890679
32,Female,74.3,227.5,29.3,0.0
34,Female,77.3,172.0,33.0,85.56201616168931
31,Female,68.3,130.1,46.1,313.5385130111621
36,Female,75.7,143.5,47.7,354.963627079683
51,Female,81.2,141.3,62.0,200.06078178561845
23,Male,50.9,173.6,36.5,244.27611444469235
62,Female,75.9,157.6,10.2,73.89807518429204
23,Male,70.4,198.9,45.4,248.80305923279417
22,Male,54.5,180.4,46.7,205.57950456815342
24,Female,81.8,225.8,45.1,124.47208647874756
50,Male,78.7,219.1,44.8,324.32296450494766
30,Female,77.0,183.8,43.0,60.652030726655106
18,Male,82.3,262.1,23.5,552.4531434050177
30,Female,78.9,153.7,79.2,321.5970143119318
60,Male,66.1,250.3,78.1,91.25811078426943
44,Female,83.7,207.8,77.9,172.97024737781464
24,Female,85.7,180.3,26.3,90.9694574269097
20,Male,62.0,256.5,58.1,284.5366389997799
42,Male,85.6,227.9,41.5,209.3306276645806
50,Female,71.6,146.2,40.5,0.0
57,Male,82.4,218.2,31.4,84.44326838221082
34,Female,76.8,218.1,101.3,236.509346159671
62,Male,72.9,250.4,45.0,186.96132988897548
31,Female,81.5,229.3,31.6,137.22234974993404
54,Male,71.0,232.8,52.8,286.73865331090553
40,Female,88.0,177.9,65.3,231.0401140303849
41,Male,89.9,189.5,47.2,173.84851456585022
46,Female,68.4,187.4,54.9,0.0
55,Male,73.0,120.1,70.0,104.50482254648986
44,Female,70.5,264.3,30.9,0.0
55,Male,79.5,144.0,53.6,12.436029261766443
57,Male,90.7,213.4,37.2,213.63220004784878
62,Female,55.0,183.4,34.5,128.62222132797297
40,Male,58.0,188.1,85.0,355.02954745081615
48,Male,74.0,233.9,48.2,198.51779334121247
53,Female,77.2,161.0,28.8,55.52974326952788
34,Female,63.7,222.8,47.8,267.9653735245904
54,Female,77.2,223.3,25.8,269.8449909582134
20,Female,66.1,161.2,45.7,203.16645245254372
53,Male,69.6,245.6,36.4,185.06907801447284
22,Male,90.2,268.4,60.2,175.11266626860552
63,Male,70.9,301.2,88.7,45.90747634434987
32,Female,70.7,186.9,46.5,67.67552150513949
23,Male,76.6,209.6,37.2,139.18162876005158
27,Male,88.1,212.6,51.8,21.49060130224952
49,Female,74.5,233.3,79.8,114.98982650480814
40,Male,68.3,287.4,60.3,170.3983010700839
34,Male,81.9,224.3,47.2,364.22277944011347
63,Female,84.8,225.7,8.7,0.0
37,Male,88.7,145.3,49.0,250.0961877827744
61,Female,74.6,302.4,65.5,11.2579629256794
58,Female,80.7,176.2,69.2,0.0
32,Male,84.5,67.0,76.2,123.4173307965669
61,Male,77.2,86.2,36.5,187.7085919024786
63,Male,90.8,216.3,41.9,390.8040261757533
39,Female,82.8,136.3,47.6,99.49530385560283
23,Female,97.6,202.7,64.2,77.01922191828571
21,Male,86.0,125.3,44.7,113.922071480349
40,Male,51.9,215.3,60.5,131.7185000704
61,Female,70.2,228.2,42.3,0.0
62,Male,55.6,208.8,35.9,87.38451582785197
36,Male,67.3,165.2,72.2,297.635481992949
62,Female,70.5,243.9,56.2,0.0
48,Male,85.4,180.0,64.9,141.20102005701236
61,Male,69.7,190.6,45.9,153.50449472000105
20,Male,91.7,174.5,66.1,322.4707166008358
45,Male,67.0,186.6,28.7,197.19689533848322
20,Female,71.5,293.6,31.9,186.83298963858286
31,Female,60.1,199.8,68.8,80.54700479414525
35,Female,92.3,136.5,48.6,0.0
44,Female,93.9,152.0,45.1,100.10306517657385
27,Male,73.4,186.2,31.6,179.42028021822816
32,Male,57.2,160.3,66.1,378.5738747696207
36,Male,72.5,247.5,87.3,8.64826302480493
26,Male,77.8,129.2,62.2,525.2177610818026
21,Female,67.4,194.0,41.0,179.47410506125854
32,Male,103.2,250.5,77.7,104.33852051845052
25,Male,96.9,168.5,57.2,83.95223725035014
18,Female,54.0,222.0,41.3,114.81386607496954
24,Female,61.2,198.0,75.5,135.53783566780137
48,Female,80.5,198.4,46.4,150.18355728178636
35,Male,62.1,225.6,21.1,313.96508121810325
29,Female,77.2,107.1,43.6,75.47350109845509
47,Male,75.1,260.2,60.6,216.1983545449528
50,Male,74.5,105.2,35.6,162.5957647194664
64,Female,87.2,256.8,12.6,321.59999679841724
24,Female,96.7,221.7,79.4,0.0
45,Female,79.8,223.7,109.9,337.6466599719578
20,Male,60.5,280.7,40.5,90.2199767611082
60,Male,76.7,259.2,37.4,60.62403632104316
23,Male,68.0,240.7,23.1,159.24383756049096
48,Female,98.9,185.3,33.6,141.8078592262913
55,Male,83.3,182.0,19.4,144.54758833420053
32,Male,79.8,242.1,23.9,267.834389354818
24,Male,82.8,222.6,50.0,150.27013821867894
60,Male,74.5,215.1,18.4,126.58777167058632
